Time,Setpoint_C_,Rounded Setpoints,Mode,Indoor Temp [C],OutdoorTemp_C_,WindSpeed_m_s_,SolarIrradiation_W_m_2_,HeatSupply_kW_,Outdoor Unit [W],AHU and AUX1 [W],AUX2  [W]
12/28/2022 9:00,20.55555556,20.5,0,19.99796568,-0.72,7.33,26.46,7.648693478,2628.073472,119.1708889,0.404819444
12/28/2022 10:00,20.55555556,20.5,0,20.25149184,1.41,6.95,156.41,7.364572717,1865.363931,1609.995375,1432.073417
12/28/2022 11:00,20.55555556,20.5,0,20.10472416,2.69,7.58,297.55,6.949197483,2052.734972,74.99626389,0.421138889
12/28/2022 12:00,20.55555556,20.5,0,20.23532495,4.62,8.14,404.1,6.318520105,1768.480667,70.42330556,0.462375
12/28/2022 13:00,20.55555556,20.5,0,20.35089355,6.2,8.41,453.01,4.220901506,1028.190972,52.25709722,0.445861111
12/28/2022 14:00,20.55555556,20.5,0,20.3120778,7.1,8.31,440.19,2.200822469,615.3314861,33.98163889,0.460986111
12/28/2022 15:00,20.55555556,20.5,0,20.20044771,7.98,7.58,375.33,1.744903263,511.0463889,29.01177778,0.397430556
12/28/2022 16:00,20.55555556,20.5,0,20.21296037,8.4,8.84,259.58,2.378332626,771.2096389,39.42165278,0.384583333
12/28/2022 17:00,20.55555556,20.5,0,20.23189689,7.48,7.97,112.89,3.271273106,682.6355833,37.92333333,0.396416667
12/28/2022 18:00,20.55555556,20.5,0,20.26833217,6.95,8.52,7.06,3.285246046,760.8580556,39.88802778,0.416055556
12/28/2022 19:00,20.55555556,20.5,0,20.21811476,7.03,9.15,0,4.155453516,840.1114722,42.86986111,0.409236111
12/28/2022 20:00,20.55555556,20.5,0,20.15496545,7.14,9.28,0,3.954704837,836.6278611,44.18322222,0.362736111
12/28/2022 21:00,20.55555556,20.5,0,20.17928904,7.32,9.1,0,4.086123662,853.1067917,45.69894444,0.371527778
12/28/2022 22:00,20.55555556,20.5,0,20.2031187,7.52,8.86,0,3.859595179,797.5736111,44.45075,0.352680556
12/28/2022 23:00,20.55555556,20.5,0,20.2217003,7.55,8.48,0,4.446429073,841.2783056,48.26213889,0.362069444
12/29/2022 0:00,20.55555556,20.5,0,20.26144746,7.75,8.13,0,4.494651858,901.3940972,49.08823611,0.344833333
12/29/2022 1:00,20.55555556,20.5,0,20.25328759,7.85,7.87,0,4.192761082,846.3936944,46.43605556,0.372652778
12/29/2022 2:00,20.55555556,20.5,0,20.22672087,7.81,7.81,0,4.107001749,839.576625,44.45798611,0.395388889
12/29/2022 3:00,20.55555556,20.5,0,20.1994939,8.41,7.94,0,3.745583388,736.458375,40.57584722,0.4345
12/29/2022 4:00,20.55555556,20.5,0,20.18870383,8.81,8.17,0,3.793571203,783.4211806,39.809,0.413986111
12/29/2022 5:00,20.55555556,20.5,0,20.20125597,8.85,8.54,0,3.746984009,754.8269722,38.51441667,0.409666667
12/29/2022 6:00,20.55555556,20.5,0,20.24679606,8.81,8.12,0,3.331860971,709.0185417,35.362,0.391083333
12/29/2022 7:00,20.55555556,20.5,0,20.26028534,9.21,7.74,0,3.003932236,621.1040417,34.3765,0.422805556
12/29/2022 8:00,20.55555556,20.5,0,20.3099309,9.89,7.81,0,3.348116502,709.4100139,37.58351389,0.411791667
12/29/2022 9:00,20.55555556,20.5,0,20.38336444,10.42,7.96,7.68,2.893655606,620.918625,32.670875,0.380402778
12/29/2022 10:00,20.55555556,20.5,0,20.46636385,11.6,8.21,40.27,2.868989052,667.7992639,32.50098611,0.415694444
12/29/2022 11:00,20.55555556,20.5,0,20.49482906,12.1,8.33,75.22,2.642164516,571.1664861,31.08595833,0.421125
12/29/2022 12:00,20.55555556,20.5,0,20.56231494,12.77,7.84,91.66,2.807485687,711.0933889,49.63545833,0.387722222
12/29/2022 13:00,20.55555556,20.5,0,20.49921911,13.09,8.2,126.28,1.569626106,515.2897639,33.08515278,0.376236111
12/29/2022 14:00,20.55555556,20.5,0,20.50800562,13.48,8.05,131.83,2.392432767,622.6179028,47.07304167,0.350444444
12/29/2022 15:00,20.55555556,20.5,0,20.78320504,13.74,8.07,125.3,0.833069926,339.4094861,30.56730556,0.425097222
12/29/2022 16:00,20.55555556,20.5,0,20.71755431,13.56,8.01,70.44,1.343280058,414.5966389,22.89890278,0.412277778
12/29/2022 17:00,20.55555556,20.5,0,20.82364025,13.11,7.15,38.12,1.12124389,462.1300278,43.33018056,0.410041667
12/29/2022 18:00,20.55555556,20.5,0,20.81741647,12.99,7.28,2.69,1.004401524,349.7068472,31.28865278,0.405513889
12/29/2022 19:00,20.55555556,20.5,0,20.69392385,13.14,7.73,0,1.263449361,417.6345556,22.25984722,0.396722222
12/29/2022 20:00,20.55555556,20.5,0,20.79918803,13.03,7.85,0,1.033627595,407.5125278,45.43444444,0.406944444
12/29/2022 21:00,20.55555556,20.5,0,20.81934517,13.06,7.87,0,0.588091749,258.49625,20.96355556,0.372833333
12/29/2022 22:00,20.55555556,20.5,0,20.76790987,13.25,8.02,0,1.303845324,406.5209722,22.24561111,0.462486111
12/29/2022 23:00,20.55555556,20.5,0,20.91699689,13.4,7.79,0,0.956429636,417.6700833,50.23966667,0.398916667
12/30/2022 0:00,20.55555556,20.5,0,20.86308331,13.45,7.48,0,0.596844737,291.30675,19.93023611,0.380527778
12/30/2022 1:00,20.55555556,20.5,0,20.73887723,13.6,7.47,0,1.150079073,348.9009861,20.33445833,0.444972222
12/30/2022 2:00,20.55555556,20.5,0,20.85347904,13.76,7.48,0,0.893929716,398.7798611,49.73555556,0.448013889
12/30/2022 3:00,20.55555556,20.5,0,20.74006216,13.87,7.34,0,0.537642385,248.4668889,20.48848611,0.441944444
12/30/2022 4:00,20.55555556,20.5,0,20.28014763,13.7,7.07,0,0.529064531,228.3038611,15.042125,0.464486111
12/30/2022 5:00,20.55555556,20.5,0,20.43588788,13.17,6.45,0,0.760531038,330.9992083,34.27740278,0.448694444
12/30/2022 6:00,20.55555556,20.5,0,20.66878251,13.51,6.22,0,0.701877542,327.3457222,35.91690278,0.442597222
12/30/2022 7:00,20.55555556,20.5,0,20.63637427,13.5,5.55,0,1.105805677,378.100375,20.40144444,0.401944444
12/30/2022 8:00,20.55555556,20.5,0,20.71514093,13.66,4.62,0,0.887222223,364.0910417,35.10226389,0.436125
12/30/2022 9:00,20.55555556,20.5,0,20.7502603,13.43,3.32,1.36,0.69499494,318.4246111,35.94663889,0.419486111
12/30/2022 10:00,20.55555556,20.5,0,20.71443744,12.81,3.29,10.62,1.078888004,375.6470833,20.34355556,0.432013889
12/30/2022 11:00,20.55555556,20.5,0,20.77066325,12.28,3.43,11.4,0.892826323,416.6245278,27.998625,0.400875
12/30/2022 12:00,20.55555556,20.5,0,20.81884768,11.57,2.8,26.93,0.637297575,324.5224583,23.89208333,0.376916667
12/30/2022 13:00,20.55555556,20.5,0,20.75620824,11.15,2.25,34.4,1.040158489,360.3154306,20.13865278,0.376777778
12/30/2022 14:00,20.55555556,20.5,0,20.57485032,10.1,1.95,40.61,1.523391782,569.3414583,35.43215278,0.392541667
12/30/2022 15:00,20.55555556,20.5,0,20.44830495,8.96,1.88,30.49,0.589427264,279.54975,16.89569444,0.391652778
12/30/2022 16:00,20.55555556,20.5,0,20.55732022,8.17,1.98,17.05,1.18758476,416.2576667,22.50134722,0.411263889
12/30/2022 17:00,20.55555556,20.5,0,20.65617759,6.87,1.49,7.4,1.401983977,545.1883194,32.93404167,0.381652778
12/30/2022 18:00,20.55555556,20.5,0,20.53892388,7.04,1.32,0.91,1.728953902,509.8576111,26.34940278,0.353958333
12/30/2022 19:00,20.55555556,20.5,0,20.52929187,6.72,1.42,0,2.359808082,770.1525,39.93498611,0.359291667
12/30/2022 20:00,20.55555556,20.5,0,20.55128205,6.59,1.41,0,1.644667192,501.4153333,25.81311111,0.384486111
12/30/2022 21:00,20.55555556,20.5,0,20.46917463,6.28,1.34,0,2.719810811,621.9850278,33.93516667,0.33825
12/30/2022 22:00,20.55555556,20.5,0,20.41299534,5.91,1.96,0,2.303491335,589.4445278,33.95180556,0.346
12/30/2022 23:00,20.55555556,20.5,0,20.42797994,5.53,2.75,0,2.948756218,713.3233056,36.15866667,0.33375
12/31/2022 0:00,20.55555556,20.5,0,20.35551291,5.12,2.43,0,3.4121461,778.3162917,40.84706944,0.3735
12/31/2022 1:00,20.55555556,20.5,0,20.27433512,4.6,2.14,0,3.404889806,775.8182361,42.40986111,0.325930556
12/31/2022 2:00,20.55555556,20.5,0,20.20189967,4.02,2.41,0,3.602312341,840.609125,42.92259722,0.345222222
12/31/2022 3:00,20.55555556,20.5,0,20.20182993,3.4,2.81,0,3.787735237,900.9084722,45.11059722,0.369236111
12/31/2022 4:00,20.55555556,20.5,0,20.14032233,2.75,2.77,0,3.888600047,858.8426806,47.72163889,0.378625
12/31/2022 5:00,20.55555556,20.5,0,20.14216097,1.72,2.47,0,4.399702594,1009.897458,47.46113889,0.391930556
12/31/2022 6:00,20.55555556,20.5,0,20.12859694,1.52,2.22,0,4.434731241,1038.868667,48.54516667,0.359555556
12/31/2022 7:00,20.55555556,20.5,0,20.0913192,1.4,2.28,0,4.472349092,1144.738167,53.27441667,0.384194444
12/31/2022 8:00,20.55555556,20.5,0,20.33184849,1.12,2.07,0,4.328524116,932.7473472,1221.649125,1091.958722
12/31/2022 9:00,20.55555556,20.5,0,20.32589618,0.83,2.39,16.93,4.885838537,1012.430875,1229.381417,1096.786319
12/31/2022 10:00,20.55555556,20.5,0,20.22744002,1.58,1.87,79.87,4.022492947,1078.328875,48.89313889,0.418833333
12/31/2022 11:00,20.55555556,20.5,0,20.38103502,1.98,1.23,175.59,4.232443327,905.3007778,1257.478542,1125.226917
12/31/2022 12:00,20.55555556,20.5,0,20.12236688,2.79,1.15,259.32,4.543248708,1059.489903,52.21780556,0.386263889
12/31/2022 13:00,20.55555556,20.5,0,20.3641527,3.75,1.1,294.81,4.325201754,889.7371528,1136.240389,1013.046444
12/31/2022 14:00,20.55555556,20.5,0,20.29300124,4.78,1.35,233.12,3.823363071,889.4188472,46.39568056,0.439708333
12/31/2022 15:00,20.55555556,20.5,0,20.25159451,5.44,1.42,276.21,3.886267356,852.5214861,45.12775,0.392416667
12/31/2022 16:00,20.55555556,20.5,0,20.32440407,6.09,0.97,219.86,3.539559218,816.4708194,42.16794444,0.385805556
12/31/2022 17:00,20.55555556,20.5,0,20.31359231,5.58,0.2,115.24,3.999695651,830.3680694,46.72698611,0.396013889
12/31/2022 18:00,20.55555556,20.5,0,20.31396836,4.16,1.52,8.5,4.059123221,938.610625,46.45204167,0.406305556
12/31/2022 19:00,20.55555556,20.5,0,20.27071412,1.67,1.9,0,3.674997623,856.9941389,46.81352778,0.405763889
12/31/2022 20:00,20.55555556,20.5,0,20.2317037,2.13,2.66,0,4.395017989,972.8092222,49.45759722,0.380236111
12/31/2022 21:00,20.55555556,20.5,0,20.21170815,2.82,3.16,0,4.571903224,1025.478375,50.99113889,0.425486111
12/31/2022 22:00,20.55555556,20.5,0,20.19644631,2.88,3.51,0,4.634286473,1038.858361,51.13872222,0.473152778
12/31/2022 23:00,20.55555556,20.5,0,20.18443513,3.33,3.85,0,4.788922461,1090.833125,51.32865278,0.406305556
1/1/2023 0:00,20.55555556,20.5,0,20.15593522,4.05,4.35,0,4.772074323,1075.718835,51.23775811,0.414587021
1/1/2023 1:00,20.55555556,20.5,0,20.13025122,4.53,4.89,0,4.686056848,1044.800093,51.19679128,0.430560748
1/1/2023 2:00,20.55555556,20.5,0,20.1009453,4.68,4.63,0,4.635831995,1042.002175,49.36219092,0.435899844
1/1/2023 3:00,20.55555556,20.5,0,20.18034814,5.23,4.7,0,4.717229775,1019.766009,50.51280125,0.426932707
1/1/2023 4:00,20.55555556,20.5,0,20.17681159,5.64,5.05,0,4.520346429,914.2309471,49.00623955,0.466559889
1/1/2023 5:00,20.55555556,20.5,0,20.15414918,6.7,4.37,0,4.391855124,879.3754259,46.59839117,0.52126183
1/1/2023 6:00,20.55555556,20.5,0,20.1530662,6.5,4.16,0,4.221518971,831.3419824,46.59625551,0.486901615
1/1/2023 7:00,20.55555556,20.5,0,20.20159892,6.91,3.95,0,4.548702395,875.5618343,47.23210059,0.459230769
1/1/2023 8:00,20.55555556,20.5,0,20.20958188,7.66,3.54,0,4.465886738,870.0739336,46.18913112,0.474186414
1/1/2023 9:00,20.55555556,20.5,0,20.21359792,8.06,3.44,7.79,4.610597107,885.8112184,46.71884494,0.514810127
1/1/2023 10:00,20.55555556,20.5,0,20.35086127,8.23,3.33,37.02,3.786869123,768.528038,42.88419304,0.443449367
1/1/2023 11:00,20.55555556,20.5,0,20.43796619,8.42,3.77,78.42,4.005916135,816.6164511,44.45369085,0.430646688
1/1/2023 12:00,20.55555556,20.5,0,20.45548184,8.59,4.37,101.3,3.86928378,765.0755591,40.89377953,0.418173228
1/1/2023 13:00,20.55555556,20.5,0,20.53306157,9,4.28,122.66,3.158445388,685.7604958,35.32041076,0.431784703
1/1/2023 14:00,20.55555556,20.5,0,20.58343039,9.14,3.57,149.11,3.238753739,721.0167601,35.77250779,0.475046729
1/1/2023 15:00,20.55555556,20.5,0,20.62958566,9.34,2.73,121.88,3.036062546,655.3031289,34.53372642,0.458569182
1/1/2023 16:00,20.55555556,20.5,0,20.67852758,9.66,1.69,90.73,2.384128886,598.4286751,30.44913249,0.430031546
1/1/2023 17:00,20.55555556,20.5,0,20.69353535,9.4,1.13,37.28,2.734467743,589.9262401,32.46759874,0.436666667
1/1/2023 18:00,20.55555556,20.5,0,20.7363739,9,0.71,2.46,2.71652187,748.6095512,43.45281907,0.483955119
1/1/2023 19:00,20.55555556,20.5,0,20.8471423,9.37,1.55,0,1.613730558,520.7948494,30.20581616,0.429667195
1/1/2023 20:00,20.55555556,20.5,0,20.74120922,9.38,2.07,0,2.39980887,686.9315483,42.13257102,0.445099432
1/1/2023 21:00,20.55555556,20.5,0,20.90399597,8.98,2.39,0,1.32635954,471.5550845,28.72768049,0.414792627
1/1/2023 22:00,20.55555556,20.5,0,20.76911468,9.15,2.01,0,2.090225522,626.4973392,36.12904971,0.372397661
1/1/2023 23:00,20.55555556,20.5,0,20.92568134,9.13,2.04,0,1.375781634,517.1853353,34.51140089,0.393368107
1/2/2023 0:00,20.55555556,20.5,0,20.76078523,8.71,1.71,0,1.990377502,551.3375513,29.43491311,0.421184834
1/2/2023 1:00,20.55555556,20.5,0,20.85587368,8.32,1.56,0,1.71410341,575.627769,40.04208861,0.421835443
1/2/2023 2:00,20.55555556,20.5,0,20.6965239,8.94,1.8,0,1.895644422,524.2867551,26.67714509,0.479890796
1/2/2023 3:00,20.55555556,20.5,0,20.78738079,9.04,2.06,0,1.998378087,681.0685737,42.36479624,0.36669279
1/2/2023 4:00,20.55555556,20.5,0,20.65626065,9.09,2.17,0,1.962489789,530.4800787,27.05508661,0.323244094
1/2/2023 5:00,20.55555556,20.5,0,20.71949868,8.63,2.77,0,2.054518885,693.7965801,42.16365079,0.671139971
1/2/2023 6:00,20.55555556,20.5,0,20.48114678,8.71,2.66,0,2.031590505,549.0052361,27.71611111,0.629902778
1/2/2023 7:00,20.55555556,20.5,0,20.6788369,8.77,2.2,0,2.085933445,702.393125,42.83831944,0.376069444
1/2/2023 8:00,20.55555556,20.5,0,20.59201971,8.67,2.53,0,2.076169831,545.9734306,28.01058333,0.360222222
1/2/2023 9:00,20.55555556,20.5,0,20.58617905,8.56,2.81,4.12,2.659081774,589.6191389,31.90511111,0.372527778
1/2/2023 10:00,20.55555556,20.5,0,20.64736189,8.91,3.03,45.39,2.874872979,780.1254861,43.93481944,0.405902778
1/2/2023 11:00,20.55555556,20.5,0,20.82125941,8.88,2.7,57.72,1.464050515,504.4323472,28.22252778,0.401708333
1/2/2023 12:00,20.55555556,20.5,0,20.7019722,9.8,2.92,100.24,2.291874688,684.2338194,38.80554167,0.394444444
1/2/2023 13:00,20.55555556,20.5,0,20.86378601,10.33,2.09,124.21,1.396805218,482.7436528,29.68411111,0.38925
1/2/2023 14:00,20.55555556,20.5,0,20.74716355,11.09,1.4,117.59,2.152160981,607.3798611,33.51161111,0.375416667
1/2/2023 15:00,20.55555556,20.5,0,20.92139529,11.62,1.77,121.28,1.330576221,493.5785,33.19234722,0.380208333
1/2/2023 16:00,20.55555556,20.5,0,20.78706033,11.69,1.9,61.08,1.762967956,525.3094583,26.89483333,0.381333333
1/2/2023 17:00,20.55555556,20.5,0,20.92205917,10.47,2.39,19.9,1.738974902,590.8641389,41.26516667,0.370569444
1/2/2023 18:00,20.55555556,20.5,0,20.82213287,10.37,2.92,2.25,1.55688841,467.0176111,24.19334722,0.418
1/2/2023 19:00,20.55555556,20.5,0,20.8992978,10.45,2.84,0,1.915413537,666.7106667,45.59234722,0.418236111
1/2/2023 20:00,20.55555556,20.5,0,20.82654623,10.84,3.02,0,1.59382191,476.7400139,24.62856944,0.434555556
1/2/2023 21:00,20.55555556,20.5,0,20.93558894,10.99,2.86,0,1.497231065,614.1525556,42.095125,0.409027778
1/2/2023 22:00,20.55555556,20.5,0,20.84018467,11.22,2.14,0,1.506770335,458.4501667,23.92144444,0.381763889
1/2/2023 23:00,20.55555556,20.5,0,20.88250252,11.05,3.43,0,1.704477651,581.2180556,45.11201389,0.338041667
1/3/2023 0:00,20.55555556,20.5,0,20.81187151,11.33,3.47,0,1.444504287,449.0111806,23.55183333,0.393083333
1/3/2023 1:00,20.55555556,20.5,0,20.76771488,11.98,3.56,0,2.146953377,685.7840417,51.22731944,0.400138889
1/3/2023 2:00,20.55555556,20.5,0,20.75085739,13.33,3.7,0,1.470522299,445.7022639,24.656125,0.423
1/3/2023 3:00,20.55555556,20.5,0,20.71698867,14.38,3.8,0,1.679696251,575.3963056,59.736875,0.425152778
1/3/2023 4:00,20.55555556,20.5,0,20.87533923,14.29,3.97,0,1.090180334,343.3491528,29.75911111,0.421055556
1/3/2023 5:00,20.55555556,20.5,0,20.83520586,14.1,4.68,0,1.575999843,449.8219583,24.54309722,0.397708333
1/3/2023 6:00,20.55555556,20.5,0,21.02237353,13.79,4.24,0,1.02450608,429.8532778,65.90561111,0.434513889
1/3/2023 7:00,20.55555556,20.5,0,20.92059781,13.84,4.83,0,1.158313423,390.8515833,25.61152778,0.421625
1/3/2023 8:00,20.55555556,20.5,0,20.92480422,14.13,4.69,0,1.333486739,467.2135139,40.676125,0.412833333
1/3/2023 9:00,20.55555556,20.5,0,21.0980059,14.68,4.24,3.19,0.582151388,295.9379861,48.70922222,0.448194444
1/3/2023 10:00,20.55555556,20.5,0,21.0981365,15.03,4.22,20.02,0.650361128,267.688,19.432,0.464555556
1/3/2023 11:00,20.55555556,20.5,0,21.09001087,15.07,4.72,34.93,0.768472323,261.2807361,17.91072222,0.428305556
1/3/2023 12:00,20.55555556,20.5,0,21.18329451,15.72,5.15,61.52,0.797164003,354.2774722,66.46901389,0.406138889
1/3/2023 13:00,20.55555556,20.5,0,21.25808646,16.29,6.65,77.29,0.264228429,160.26775,28.591,0.363402778
1/3/2023 14:00,20.55555556,20.5,0,21.25134798,16.51,6.28,83.21,0.213818896,176.0037222,12.494,0.391861111
1/3/2023 15:00,20.55555556,20.5,0,21.16802452,16.26,6.71,63.6,0.353093513,144.4146806,13.96070833,0.373
1/3/2023 16:00,20.55555556,20.5,0,21.23395407,15.42,7.12,52.72,0.161905247,107.5879028,11.35597222,0.39075
1/3/2023 17:00,20.55555556,20.5,0,21.24617474,16.37,5.21,44.27,0.228048415,161.2752083,33.00738889,0.396041667
1/3/2023 18:00,20.55555556,20.5,0,21.22366255,15.66,4.26,4.99,0.20870032,153.1965972,30.95609722,0.389152778
1/3/2023 19:00,20.55555556,20.5,0,21.15936286,15.08,3.89,0,0.19983081,152.6085,29.54866667,0.411402778
1/3/2023 20:00,20.55555556,20.5,0,21.09428127,14.7,4.71,0,0.125068974,99.7575,10.81177778,0.357555556
1/3/2023 21:00,20.55555556,20.5,0,21.20541968,14.5,5.54,0,0.137283254,101.465875,10.905125,0.369236111
1/3/2023 22:00,20.55555556,20.5,0,21.20299713,14.23,5.5,0,0.374373434,209.5809306,14.77306944,0.35075
1/3/2023 23:00,20.55555556,20.5,0,21.14667832,14.26,5.66,0,0.185855605,107.2921806,11.061125,0.336236111
1/4/2023 0:00,20.55555556,20.5,0,20.92188106,14.46,5.27,0,0.448137083,308.2964861,43.27529167,0.363055556
1/4/2023 1:00,20.55555556,20.5,0,21.0530476,14.39,4.74,0,0.350416959,180.6578056,34.62283333,0.378194444
1/4/2023 2:00,20.55555556,20.5,0,20.96648032,11.81,4.98,0,0.131221058,99.2785,10.61473611,0.382888889
1/4/2023 3:00,20.55555556,20.5,0,20.79143745,9.38,5.22,0,0.826332828,339.6061806,19.45877778,0.368736111
1/4/2023 4:00,20.55555556,20.5,0,20.81135906,7.54,4.06,0,0.896906884,448.0627778,29.02490278,0.393791667
1/4/2023 5:00,20.55555556,20.5,0,20.66797796,5.32,2.41,0,1.196145403,420.5706389,23.72594444,0.359152778
1/4/2023 6:00,20.55555556,20.5,0,20.58674647,4.65,1.76,0,2.180441294,683.201,36.10566667,0.352111111
1/4/2023 7:00,20.55555556,20.5,0,20.63953678,4.35,1.25,0,1.679935605,562.2630139,29.92552778,0.348875
1/4/2023 8:00,20.55555556,20.5,0,20.49529164,3.82,1.96,0,2.332001622,630.2365,32.08645833,0.352597222
1/4/2023 9:00,20.55555556,20.5,0,20.453529,4.26,3.19,27.39,2.901369659,673.3170278,35.97104167,0.378555556
1/4/2023 10:00,20.55555556,20.5,0,20.41897824,6.03,3.74,157.45,3.334168065,801.6494306,39.54506944,0.399902778
1/4/2023 11:00,20.55555556,20.5,0,20.5090234,6.55,5.29,305.39,2.111024491,568.7557778,31.82951389,0.377611111
1/4/2023 12:00,20.55555556,20.5,0,20.5189899,6.73,5.71,387.15,1.892808164,533.5101806,29.78459722,0.388722222
1/4/2023 13:00,20.55555556,20.5,0,20.39365754,6.09,5.99,330.84,2.662159845,643.8953889,36.14630556,0.430319444
1/4/2023 14:00,20.55555556,20.5,0,20.38879433,5.64,6.13,304.89,3.325465002,764.4493194,40.11859722,0.384
1/4/2023 15:00,20.55555556,20.5,0,20.39093813,4.77,6.12,208.8,3.06182558,757.6674306,39.73451389,0.392513889
1/4/2023 16:00,20.55555556,20.5,0,20.36175512,4.44,6.23,116.94,3.46878792,803.4343611,43.22727778,0.397402778
1/4/2023 17:00,20.55555556,20.5,0,20.33453632,3.21,6.09,47.17,4.117525973,895.6153056,48.07259722,0.408458333
1/4/2023 18:00,20.55555556,20.5,0,20.27715788,3.01,5.11,3.07,3.770488069,837.7795556,46.60233333,0.396888889
1/4/2023 19:00,20.55555556,20.5,0,20.26908667,2.91,4.74,0,4.685198694,1081.005083,50.26815278,0.397166667
1/4/2023 20:00,20.55555556,20.5,0,20.20484971,2.95,4.75,0,4.519342657,1023.495014,51.1415,0.420305556
1/4/2023 21:00,20.55555556,20.5,0,20.24379225,2.83,5.14,0,4.855785943,1110.530083,51.46245833,0.381569444
1/4/2023 22:00,20.55555556,20.5,0,20.28653571,2.86,4.98,0,4.601933417,1024.263681,51.34102778,0.423972222
1/4/2023 23:00,20.55555556,20.5,0,20.28664642,3.1,4.91,0,4.579491674,1007.701528,51.10494444,0.408166667
1/5/2023 0:00,20.55555556,20.5,0,20.30195894,3.03,4.51,0,5.139402907,1174.601292,51.01708333,0.401944444
1/5/2023 1:00,20.55555556,20.5,0,20.29884977,3.15,4.5,0,4.800437275,1072.742167,51.17508333,0.445486111
1/5/2023 2:00,20.55555556,20.5,0,20.26036566,3.39,4.28,0,4.797606494,1071.733056,51.58756944,0.427902778
1/5/2023 3:00,20.55555556,20.5,0,20.25466325,3.3,4.09,0,4.745406428,1055.403403,51.44831944,0.423819444
1/5/2023 4:00,20.55555556,20.5,0,20.26780259,3.48,4.25,0,5.225365386,1193.430153,51.37447222,0.423583333
1/5/2023 5:00,20.55555556,20.5,0,20.25519475,2.22,3.99,0,4.966939195,1115.150861,51.42473611,0.449222222
1/5/2023 6:00,20.55555556,20.5,0,20.23090084,2.27,4.08,0,4.366600966,957.8466944,48.05188889,0.456930556
1/5/2023 7:00,20.55555556,20.5,0,20.09529974,2.68,3.96,0,4.357561851,971.2586806,47.76427778,0.474763889
1/5/2023 8:00,20.55555556,20.5,0,20.06817048,2.5,3.97,0,4.463147535,984.2932083,49.57684722,0.513833333
1/5/2023 9:00,20.55555556,20.5,0,20.09469501,2.68,4.12,16.11,4.544877047,1015.958278,49.56525,0.452194444
1/5/2023 10:00,20.55555556,20.5,0,20.0984516,2.8,5.07,97.74,4.563205672,1031.118847,49.69183333,0.430930556
1/5/2023 11:00,20.55555556,20.5,0,20.06053518,2.51,5.96,194.62,4.570174751,1026.592458,50.71638889,0.459777778
1/5/2023 12:00,20.55555556,20.5,0,20.03599685,2.02,6.06,158.94,4.857253483,1126.057306,51.76469444,0.434513889
1/5/2023 13:00,20.55555556,20.5,0,20.11380863,1.79,5.89,167.97,4.670037032,1071.790542,53.38225,0.459486111
1/5/2023 14:00,20.55555556,20.5,0,20.07708333,1.65,6.19,177.13,4.662269403,1127.342333,54.15968056,0.403930556
1/5/2023 15:00,20.55555556,20.5,0,20.08397181,1.6,6.79,132.73,4.834612596,1199.812389,573.3195417,477.9607917
1/5/2023 16:00,20.55555556,20.5,0,20.39944405,1.77,6.3,104.02,3.648526812,745.0048889,649.6449722,565.6205
1/5/2023 17:00,20.55555556,20.5,0,20.03865023,1.38,5.24,49.09,4.849667257,1191.309472,53.60841667,0.430625
1/5/2023 18:00,20.55555556,20.5,0,19.94513889,1.22,5.1,3.73,4.745902411,1213.634139,55.35894444,0.402527778
1/5/2023 19:00,20.55555556,20.5,0,20.1634003,1.08,5.44,0,4.545395541,1019.244431,1200.050167,1070.662653
1/5/2023 20:00,20.55555556,20.5,0,19.96238596,1.16,5.02,0,5.776523638,1480.703444,59.47830556,0.411652778
1/5/2023 21:00,20.55555556,20.5,0,19.94415287,1.07,4.88,0,4.931807027,1347.655653,60.73893056,0.394472222
1/5/2023 22:00,20.55555556,20.5,0,19.99986726,0.91,5.03,0,5.731046947,1772.803741,62.28130737,0.363616134
1/5/2023 23:00,20.55555556,20.5,0,20.13506748,0.98,5.72,0,6.775310579,1753.644234,1655.497978,1484.321927
1/6/2023 0:00,20.55555556,20.5,0,20.19438189,1,4.84,0,3.698540137,971.5259935,46.57843648,0.260895765
1/6/2023 1:00,20.55555556,20.5,0,19.9714152,0.89,4.98,0,5.203214411,1271.600543,57.2983871,0.388944282
1/6/2023 2:00,20.55555556,20.5,0,19.9613649,0.43,4.92,0,5.417672783,1374.782986,60.14118056,0.371430556
1/6/2023 3:00,20.55555556,20.5,0,19.92812207,0.18,4.61,0,5.488988197,1459.911569,60.384875,0.383402778
1/6/2023 4:00,20.55555556,20.5,0,20.07487034,-0.23,4.2,0,5.607362617,1270.787639,1532.644375,1376.349847
1/6/2023 5:00,20.55555556,20.5,0,20.07170054,-0.09,4.05,0,5.252215767,1521.043736,58.33263889,0.343138889
1/6/2023 6:00,20.55555556,20.5,0,20.13751556,-0.03,3.54,0,6.440422695,1688.932389,67.94976389,0.372111111
1/6/2023 7:00,20.55555556,20.5,0,20.07869396,-0.16,3.7,0,6.31008617,1793.987167,67.7735,0.358138889
1/6/2023 8:00,20.55555556,20.5,0,20.09387604,-0.4,3.48,0,6.92074327,2145.514306,82.1015,0.311027778
1/6/2023 9:00,20.55555556,20.5,0,20.32426901,-0.59,3.47,13.83,6.533445081,1599.17,1818.414875,1638.509472
1/6/2023 10:00,20.55555556,20.5,0,20.11825286,-0.69,3.27,72.28,6.322063005,1775.995208,68.58538889,0.302027778
