Time,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
12/23/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.68,3.33,0.0,0.0,0.0
12/23/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.86,3.3,3.3,3.18,0.0
12/23/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.94,3.29,14.2,12.47,8.68
12/23/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.09,3.35,34.02,27.67,19.86
12/23/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.56,3.69,42.78,38.63,10.32
12/23/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.93,3.68,68.77,62.9,13.39
12/23/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.64,3.19,81.66,76.76,11.45
12/23/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.02,3.05,92.03,87.75,11.54
12/23/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.04,2.71,97.66,83.57,52.04
12/23/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.09,1.88,28.2,26.98,9.09
12/23/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.83,2.27,1.49,1.54,0.0
12/23/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.65,2.75,0.0,0.0,0.0
12/23/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.97,2.63,0.0,0.0,0.0
12/23/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.76,2.45,0.0,0.0,0.0
12/23/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.63,2.34,0.0,0.0,0.0
12/23/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.72,2.62,0.0,0.0,0.0
12/24/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.87,2.27,0.0,0.0,0.0
12/24/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.04,2.19,0.0,0.0,0.0
12/24/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.84,1.92,0.0,0.0,0.0
12/24/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.8,1.92,0.0,0.0,0.0
12/24/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.79,2.37,0.0,0.0,0.0
12/24/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.74,3.09,0.0,0.0,0.0
12/24/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.77,2.74,0.0,0.0,0.0
12/24/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.98,2.73,0.0,0.0,0.0
12/24/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.89,2.96,0.0,0.0,0.0
12/24/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.43,3.58,9.16,8.59,0.0
12/24/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.5,4.38,23.43,23.14,1.46
12/24/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.65,4.5,47.08,46.87,0.63
12/24/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.76,4.46,103.26,88.32,37.22
12/24/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.14,4.32,69.32,69.33,0.0
12/24/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.08,4.31,292.94,122.25,398.18
12/24/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.31,4.11,324.12,79.28,658.62
12/24/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,15.05,3.61,212.75,65.39,541.79
12/24/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.67,2.34,93.98,34.9,434.04
12/24/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.16,3.4,4.74,3.09,0.0
12/24/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.73,3.91,0.0,0.0,0.0
12/24/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.79,4.43,0.0,0.0,0.0
12/24/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.82,4.88,0.0,0.0,0.0
12/24/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.13,4.81,0.0,0.0,0.0
12/24/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.15,4.69,0.0,0.0,0.0
12/25/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.86,4.78,0.0,0.0,0.0
12/25/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.04,4.51,0.0,0.0,0.0
12/25/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.47,4.23,0.0,0.0,0.0
12/25/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.08,4.39,0.0,0.0,0.0
12/25/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.75,4.58,0.0,0.0,0.0
12/25/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.56,5.5,0.0,0.0,0.0
12/25/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.66,5.21,0.0,0.0,0.0
12/25/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.69,4.77,0.0,0.0,0.0
12/25/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.78,4.9,0.0,0.0,0.0
12/25/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.53,5.71,16.25,15.46,0.0
12/25/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.05,6.43,44.9,44.56,1.69
12/25/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.73,6.66,84.27,82.99,4.01
12/25/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.34,7.01,130.63,124.95,14.15
12/25/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.39,7.39,142.63,134.7,18.05
12/25/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.93,7.72,71.44,70.9,1.25
12/25/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.62,8.07,50.88,49.35,4.11
12/25/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.69,8.49,41.11,40.68,1.57
12/25/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.03,8.44,10.14,10.19,0.0
12/25/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.92,8.22,0.66,0.7,0.0
12/25/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.88,8.16,0.0,0.0,0.0
12/25/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.76,8.03,0.0,0.0,0.0
12/25/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.63,7.7,0.0,0.0,0.0
12/25/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.56,7.09,0.0,0.0,0.0
12/25/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.6,6.32,0.0,0.0,0.0
12/26/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.47,5.19,0.0,0.0,0.0
12/26/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.46,4.82,0.0,0.0,0.0
12/26/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.94,3.94,0.0,0.0,0.0
12/26/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.56,2.95,0.0,0.0,0.0
12/26/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.01,2.36,0.0,0.0,0.0
12/26/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.78,2.51,0.0,0.0,0.0
12/26/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.65,2.45,0.0,0.0,0.0
12/26/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.45,2.33,0.0,0.0,0.0
12/26/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.29,2.0,0.0,0.0,0.0
12/26/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.24,1.46,7.17,6.61,0.0
12/26/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.54,1.47,56.95,41.45,78.95
12/26/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.61,1.59,72.45,67.49,15.57
12/26/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.14,2.41,139.6,110.75,71.88
12/26/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.79,3.08,126.87,111.09,35.91
12/26/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.33,3.86,122.43,112.93,22.09
12/26/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.41,3.97,123.27,104.99,48.91
12/26/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.65,3.97,76.01,70.65,19.49
12/26/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.81,2.71,47.19,33.78,96.24
12/26/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.72,1.49,4.29,3.28,0.0
12/26/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.62,0.63,0.0,0.0,0.0
12/26/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.72,1.2,0.0,0.0,0.0
12/26/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.68,1.81,0.0,0.0,0.0
12/26/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.26,1.59,0.0,0.0,0.0
12/26/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.07,1.14,0.0,0.0,0.0
12/27/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.59,1.23,0.0,0.0,0.0
12/27/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.17,1.56,0.0,0.0,0.0
12/27/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.3,1.89,0.0,0.0,0.0
12/27/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.31,2.08,0.0,0.0,0.0
12/27/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.18,2.27,0.0,0.0,0.0
12/27/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.18,2.01,0.0,0.0,0.0
12/27/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.71,2.16,0.0,0.0,0.0
12/27/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.31,2.4,0.0,0.0,0.0
12/27/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.13,2.43,0.0,0.0,0.0
12/27/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.05,2.25,30.59,12.91,0.0
12/27/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.93,1.69,165.19,45.86,609.55
12/27/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.73,2.07,300.85,65.18,740.56
12/27/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.91,2.43,375.75,91.89,706.96
12/27/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.49,2.72,402.23,117.07,648.1
12/27/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.1,3.2,335.42,140.87,451.39
12/27/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.56,3.58,291.91,112.35,478.6
12/27/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.38,3.66,180.23,100.98,286.82
12/27/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.6,2.12,59.14,50.76,59.3
12/27/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.21,2.66,3.88,3.66,0.0
12/27/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.73,3.35,0.0,0.0,0.0
12/27/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.11,3.61,0.0,0.0,0.0
12/27/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.54,3.34,0.0,0.0,0.0
12/27/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.97,3.2,0.0,0.0,0.0
12/27/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.24,3.09,0.0,0.0,0.0
12/28/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.97,2.89,0.0,0.0,0.0
12/28/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.43,2.82,0.0,0.0,0.0
12/28/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.64,2.81,0.0,0.0,0.0
12/28/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.68,2.51,0.0,0.0,0.0
12/28/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.05,2.6,0.0,0.0,0.0
12/28/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.89,3.01,0.0,0.0,0.0
12/28/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.6,3.59,0.0,0.0,0.0
12/28/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.08,3.45,0.0,0.0,0.0
12/28/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.22,2.95,0.0,0.0,0.0
12/28/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.39,3.21,5.65,5.67,0.0
12/28/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.42,3.22,22.66,21.82,4.31
12/28/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.25,3.38,49.43,49.33,0.32
12/28/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.82,3.75,74.06,73.63,1.06
12/28/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.6,4.45,110.21,103.49,15.25
12/28/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.02,4.33,70.12,69.85,0.61
12/28/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.58,4.11,70.27,69.9,0.97
12/28/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.16,3.66,41.31,41.29,0.09
12/28/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.36,3.04,16.47,16.38,0.65
12/28/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.34,3.46,1.41,1.46,0.0
12/28/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.47,3.41,0.0,0.0,0.0
12/28/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.46,3.03,0.0,0.0,0.0
12/28/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.41,2.94,0.0,0.0,0.0
12/28/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.46,2.93,0.0,0.0,0.0
12/28/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.74,2.94,0.0,0.0,0.0
12/29/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.75,2.79,0.0,0.0,0.0
12/29/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.93,2.5,0.0,0.0,0.0
12/29/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.94,2.54,0.0,0.0,0.0
12/29/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.71,2.48,0.0,0.0,0.0
12/29/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.84,2.55,0.0,0.0,0.0
12/29/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.68,2.18,0.0,0.0,0.0
12/29/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.77,1.92,0.0,0.0,0.0
12/29/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.97,1.8,0.0,0.0,0.0
12/29/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.99,1.61,0.0,0.0,0.0
12/29/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.05,1.56,8.52,8.31,0.0
12/29/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.48,1.66,58.3,52.88,27.77
12/29/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.96,1.38,130.17,105.33,78.1
12/29/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.57,0.62,152.4,136.66,39.13
12/29/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.72,0.27,156.81,132.71,54.6
12/29/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.14,0.77,168.73,151.49,39.8
12/29/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.24,1.3,152.78,141.75,29.17
12/29/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.29,2.03,70.42,62.81,27.2
12/29/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.91,1.53,39.03,33.33,39.33
12/29/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.96,1.5,1.63,1.55,0.0
12/29/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.77,1.93,0.0,0.0,0.0
12/29/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.6,2.39,0.0,0.0,0.0
12/29/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.32,2.84,0.0,0.0,0.0
12/29/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.27,3.27,0.0,0.0,0.0
12/29/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.42,3.7,0.0,0.0,0.0
12/30/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.4,3.74,0.0,0.0,0.0
12/30/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.41,3.61,0.0,0.0,0.0
12/30/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.41,3.36,0.0,0.0,0.0
12/30/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.32,3.28,0.0,0.0,0.0
12/30/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.44,3.26,0.0,0.0,0.0
12/30/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.1,2.94,0.0,0.0,0.0
12/30/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.69,2.64,0.0,0.0,0.0
12/30/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.06,2.47,0.0,0.0,0.0
12/30/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.83,2.34,0.0,0.0,0.0
12/30/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.32,2.93,23.08,13.12,0.0
12/30/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.49,3.13,133.37,56.61,394.42
12/30/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.67,3.53,221.45,107.61,357.86
12/30/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.52,4.14,362.23,116.34,610.83
12/30/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.24,4.61,413.0,100.21,707.34
12/30/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.79,4.81,411.19,107.86,698.3
12/30/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.29,4.84,329.99,118.29,557.67
12/30/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.56,4.92,232.12,83.51,527.71
12/30/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.4,3.66,112.45,37.61,508.85
12/30/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.87,3.61,7.71,4.34,0.0
12/30/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.47,3.99,0.0,0.0,0.0
12/30/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.55,4.35,0.0,0.0,0.0
12/30/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.43,4.5,0.0,0.0,0.0
12/30/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.28,4.39,0.0,0.0,0.0
12/30/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.21,4.29,0.0,0.0,0.0
12/31/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.48,3.91,0.0,0.0,0.0
12/31/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.67,3.55,0.0,0.0,0.0
12/31/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.0,3.32,0.0,0.0,0.0
12/31/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.81,3.01,0.0,0.0,0.0
12/31/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.15,2.66,0.0,0.0,0.0
12/31/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.64,2.21,0.0,0.0,0.0
12/31/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.71,2.31,0.0,0.0,0.0
12/31/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.91,2.44,0.0,0.0,0.0
12/31/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.96,2.81,0.0,0.0,0.0
12/31/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.41,3.56,5.63,5.43,0.0
12/31/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.55,4.94,45.02,42.01,15.48
12/31/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.21,5.46,44.55,43.56,3.09
12/31/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.19,5.52,142.44,127.52,37.0
12/31/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.14,5.7,152.77,140.82,26.97
12/31/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.29,5.89,187.22,170.36,38.71
12/31/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.27,5.82,162.4,144.09,48.03
12/31/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.44,5.62,76.25,73.39,10.1
12/31/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.28,5.58,49.09,32.27,112.73
12/31/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.13,4.79,3.71,3.3,0.0
12/31/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.01,4.81,0.0,0.0,0.0
12/31/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.41,4.94,0.0,0.0,0.0
12/31/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.32,4.8,0.0,0.0,0.0
12/31/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.0,4.88,0.0,0.0,0.0
12/31/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.71,4.98,0.0,0.0,0.0
01/01/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.11,5.39,0.0,0.0,0.0
01/01/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.29,5.47,0.0,0.0,0.0
01/01/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.69,5.45,0.0,0.0,0.0
01/01/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.79,5.18,0.0,0.0,0.0
01/01/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.55,4.79,0.0,0.0,0.0
01/01/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.48,3.93,0.0,0.0,0.0
01/01/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.78,3.67,0.0,0.0,0.0
01/01/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.95,3.56,0.0,0.0,0.0
01/01/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.99,3.66,0.0,0.0,0.0
01/01/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.99,3.95,12.33,10.27,0.0
01/01/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.99,4.57,56.52,46.9,49.5
01/01/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.28,4.51,126.63,100.38,82.4
01/01/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.77,3.86,256.23,134.33,301.86
01/01/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.62,3.51,257.84,154.85,231.81
01/01/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.4,3.58,186.0,161.38,56.32
01/01/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.09,3.49,131.42,119.62,30.82
01/01/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.09,3.58,100.22,85.51,51.49
01/01/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.95,3.12,50.82,45.05,38.05
01/01/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.81,2.9,5.11,3.6,0.0
01/01/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.42,2.79,0.0,0.0,0.0
01/01/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.48,2.91,0.0,0.0,0.0
01/01/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.17,2.73,0.0,0.0,0.0
01/01/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.01,2.54,0.0,0.0,0.0
01/01/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.9,2.82,0.0,0.0,0.0
01/02/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.82,2.78,0.0,0.0,0.0
01/02/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.69,3.09,0.0,0.0,0.0
01/02/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.52,3.63,0.0,0.0,0.0
