Time,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
12/01/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.63,2.71,26.31,26.35,0.0
12/01/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.57,1.7,28.38,28.22,0.57
12/01/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.82,1.15,9.17,9.2,0.0
12/01/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.82,1.69,0.28,0.33,0.0
12/01/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.94,1.78,0.0,0.0,0.0
12/01/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.17,1.96,0.0,0.0,0.0
12/01/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.33,1.91,0.0,0.0,0.0
12/01/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.38,2.07,0.0,0.0,0.0
12/01/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.54,2.91,0.0,0.0,0.0
12/02/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.48,3.14,0.0,0.0,0.0
12/02/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.48,3.54,0.0,0.0,0.0
12/02/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.12,4.13,0.0,0.0,0.0
12/02/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.72,4.28,0.0,0.0,0.0
12/02/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.79,4.02,0.0,0.0,0.0
12/02/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.99,3.64,0.0,0.0,0.0
12/02/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.84,3.36,0.0,0.0,0.0
12/02/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.72,2.87,0.0,0.0,0.0
12/02/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.79,2.35,0.06,0.1,0.0
12/02/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.63,1.71,12.55,12.24,3.39
12/02/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.83,1.24,46.12,44.15,8.17
12/02/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.94,1.1,65.57,64.72,2.38
12/02/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.43,1.09,92.51,85.37,16.49
12/02/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.45,1.06,120.25,118.8,3.12
12/02/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.55,0.95,127.42,119.22,18.48
12/02/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.41,0.96,120.72,113.05,20.24
12/02/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.55,0.92,66.52,66.34,0.68
12/02/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.32,0.95,22.3,22.33,0.0
12/02/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.02,1.05,1.05,1.09,0.0
12/02/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.78,1.25,0.0,0.0,0.0
12/02/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.24,1.78,0.0,0.0,0.0
12/02/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.19,2.17,0.0,0.0,0.0
12/02/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.19,1.65,0.0,0.0,0.0
12/02/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.35,0.81,0.0,0.0,0.0
12/03/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.33,0.91,0.0,0.0,0.0
12/03/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.33,1.2,0.0,0.0,0.0
12/03/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.71,1.59,0.0,0.0,0.0
12/03/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.56,1.81,0.0,0.0,0.0
12/03/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.23,2.02,0.0,0.0,0.0
12/03/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.58,2.47,0.0,0.0,0.0
12/03/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.92,2.89,0.0,0.0,0.0
12/03/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.8,3.0,0.0,0.0,0.0
12/03/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.1,2.78,0.06,0.1,0.0
12/03/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.3,3.99,16.57,14.3,25.52
12/03/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.1,5.02,40.27,40.11,0.65
12/03/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.22,5.21,71.18,66.23,13.96
12/03/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.85,5.01,50.98,51.02,0.0
12/03/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.47,4.45,61.47,59.92,3.37
12/03/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.28,5.31,136.67,121.19,35.0
12/03/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.58,7.21,222.94,135.44,231.95
12/03/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.61,6.48,147.59,73.61,274.05
12/03/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.1,5.07,60.71,37.97,178.13
12/03/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.47,4.73,1.66,1.6,0.0
12/03/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.93,4.51,0.0,0.0,0.0
12/03/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.39,4.57,0.0,0.0,0.0
12/03/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.83,3.95,0.0,0.0,0.0
12/03/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.51,3.59,0.0,0.0,0.0
12/03/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.61,3.0,0.0,0.0,0.0
12/04/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.11,2.11,0.0,0.0,0.0
12/04/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.89,1.56,0.0,0.0,0.0
12/04/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.39,1.16,0.0,0.0,0.0
12/04/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.68,1.15,0.0,0.0,0.0
12/04/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.67,0.56,0.0,0.0,0.0
12/04/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.09,1.25,0.0,0.0,0.0
12/04/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.85,1.31,0.0,0.0,0.0
12/04/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.9,1.63,0.0,0.0,0.0
12/04/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.56,1.52,0.0,0.01,0.0
12/04/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.75,2.2,35.22,33.09,24.72
12/04/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.55,2.31,126.59,104.98,91.79
12/04/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.5,1.89,247.34,129.16,335.59
12/04/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.74,1.74,360.8,115.01,574.09
12/04/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.21,1.87,375.9,137.72,519.76
12/04/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.49,2.35,358.15,153.57,464.52
12/04/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.96,3.01,265.36,139.5,334.89
12/04/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.56,3.44,205.5,82.01,459.3
12/04/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.16,2.37,65.73,50.31,121.58
12/04/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.63,1.67,2.06,1.91,0.0
12/04/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.52,2.18,0.0,0.0,0.0
12/04/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.27,2.26,0.0,0.0,0.0
12/04/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.23,2.55,0.0,0.0,0.0
12/04/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.99,2.23,0.0,0.0,0.0
12/04/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.55,1.87,0.0,0.0,0.0
12/05/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.14,1.45,0.0,0.0,0.0
12/05/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.02,1.74,0.0,0.0,0.0
12/05/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.76,1.91,0.0,0.0,0.0
12/05/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.17,2.47,0.0,0.0,0.0
12/05/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.76,3.05,0.0,0.0,0.0
12/05/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.46,3.31,0.0,0.0,0.0
12/05/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.46,3.75,0.0,0.0,0.0
12/05/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.72,3.83,0.0,0.0,0.0
12/05/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.77,3.56,0.0,0.0,0.0
12/05/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.0,3.52,20.33,14.88,65.53
12/05/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.63,3.73,72.51,49.77,97.71
12/05/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.38,4.5,100.38,76.88,67.22
12/05/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.82,3.9,209.14,166.57,99.97
12/05/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.17,3.02,211.1,184.16,59.05
12/05/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.08,3.23,255.66,140.57,262.34
12/05/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.9,3.93,181.8,98.48,222.49
12/05/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.18,4.41,142.02,58.24,312.7
12/05/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.32,4.3,24.5,22.41,16.56
12/05/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.3,3.67,1.03,0.97,0.0
12/05/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.81,3.86,0.0,0.0,0.0
12/05/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.46,3.93,0.0,0.0,0.0
12/05/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.14,3.98,0.0,0.0,0.0
12/05/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.46,4.12,0.0,0.0,0.0
12/05/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.62,3.74,0.0,0.0,0.0
12/06/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.41,3.42,0.0,0.0,0.0
12/06/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.03,3.49,0.0,0.0,0.0
12/06/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.94,3.54,0.0,0.0,0.0
12/06/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.58,3.71,0.0,0.0,0.0
12/06/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.44,3.67,0.0,0.0,0.0
12/06/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.58,3.64,0.0,0.0,0.0
12/06/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.33,3.25,0.0,0.0,0.0
12/06/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.06,3.22,0.0,0.0,0.0
12/06/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.29,3.33,0.0,0.0,0.0
12/06/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.2,3.0,45.87,23.76,274.9
12/06/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.87,2.97,184.84,66.25,515.47
12/06/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.66,3.41,308.55,92.97,621.11
12/06/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.44,3.8,405.64,100.46,720.52
12/06/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.7,3.86,409.87,140.59,592.79
12/06/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.9,4.1,272.5,216.14,128.94
12/06/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.06,4.23,244.67,171.63,195.67
12/06/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.86,3.88,154.62,123.47,116.64
12/06/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.94,2.88,68.54,50.06,146.86
12/06/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.1,2.59,2.6,2.37,0.0
12/06/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.91,3.82,0.0,0.0,0.0
12/06/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.43,4.52,0.0,0.0,0.0
12/06/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.18,5.01,0.0,0.0,0.0
12/06/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.45,5.45,0.0,0.0,0.0
12/06/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.87,5.99,0.0,0.0,0.0
12/07/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.24,6.11,0.0,0.0,0.0
12/07/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.11,6.24,0.0,0.0,0.0
12/07/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.12,6.25,0.0,0.0,0.0
12/07/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.05,6.27,0.0,0.0,0.0
12/07/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.0,6.38,0.0,0.0,0.0
12/07/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.97,6.12,0.0,0.0,0.0
12/07/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.08,5.74,0.0,0.0,0.0
12/07/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.18,5.48,0.0,0.0,0.0
12/07/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.15,5.48,0.0,0.0,0.0
12/07/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.26,5.65,50.24,19.82,391.02
12/07/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.54,5.64,189.27,51.43,605.95
12/07/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.17,5.98,318.26,65.97,731.94
12/07/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.02,6.05,402.92,80.21,765.78
12/07/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.64,6.06,443.62,75.8,812.99
12/07/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.52,5.87,424.44,74.57,803.13
12/07/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.58,5.65,351.03,67.93,760.66
12/07/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.53,4.86,231.68,56.21,658.76
12/07/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.98,3.75,89.48,32.18,456.89
12/07/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.75,4.4,2.8,1.93,0.0
12/07/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.97,5.09,0.0,0.0,0.0
12/07/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.84,5.59,0.0,0.0,0.0
12/07/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.99,5.99,0.0,0.0,0.0
12/07/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.22,6.18,0.0,0.0,0.0
12/07/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.33,6.5,0.0,0.0,0.0
12/08/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.4,6.85,0.0,0.0,0.0
12/08/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.04,7.22,0.0,0.0,0.0
12/08/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.61,7.42,0.0,0.0,0.0
12/08/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.29,7.47,0.0,0.0,0.0
12/08/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.03,7.36,0.0,0.0,0.0
12/08/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.91,7.08,0.0,0.0,0.0
12/08/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.84,6.8,0.0,0.0,0.0
12/08/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.82,6.78,0.0,0.0,0.0
12/08/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.84,6.68,0.0,0.0,0.0
12/08/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.5,6.72,47.9,19.06,383.37
12/08/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.43,6.39,184.04,50.52,593.44
12/08/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.42,7.42,299.31,74.09,657.8
12/08/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.73,7.84,390.44,84.12,730.45
12/08/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.29,7.65,383.79,118.0,589.71
12/08/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.76,7.28,402.17,101.37,692.63
12/08/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.97,6.79,294.8,138.62,420.75
12/08/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.2,6.08,174.47,101.23,275.59
12/08/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.6,5.4,58.97,45.13,110.53
12/08/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.29,5.81,1.58,1.53,0.0
12/08/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.61,6.05,0.0,0.0,0.0
12/08/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.77,6.28,0.0,0.0,0.0
12/08/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.88,6.36,0.0,0.0,0.0
12/08/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.92,6.48,0.0,0.0,0.0
12/08/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.91,6.7,0.0,0.0,0.0
12/09/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.94,6.93,0.0,0.0,0.0
12/09/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.05,7.08,0.0,0.0,0.0
12/09/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.11,7.23,0.0,0.0,0.0
12/09/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.07,7.49,0.0,0.0,0.0
12/09/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.42,7.72,0.0,0.0,0.0
12/09/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.14,7.24,0.0,0.0,0.0
12/09/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.43,7.84,0.0,0.0,0.0
12/09/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.79,8.32,0.0,0.0,0.0
12/09/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.29,8.67,0.0,0.0,0.0
12/09/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,14.79,8.17,10.65,10.18,6.45
12/09/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,13.63,7.23,35.25,34.44,3.64
12/09/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.34,5.89,108.05,63.83,130.0
12/09/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.98,5.43,240.34,113.36,304.19
12/09/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.43,4.95,286.48,166.33,267.54
12/09/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.92,4.84,289.05,157.85,302.98
12/09/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.51,4.53,196.03,132.04,172.8
12/09/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.88,4.08,186.37,88.1,370.44
12/09/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.75,2.5,85.48,36.34,393.19
12/09/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.23,2.75,2.79,1.97,0.0
12/09/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.09,3.94,0.0,0.0,0.0
12/09/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.0,4.42,0.0,0.0,0.0
12/09/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.65,4.93,0.0,0.0,0.0
12/09/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.93,5.17,0.0,0.0,0.0
12/09/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.25,5.55,0.0,0.0,0.0
12/10/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.4,5.59,0.0,0.0,0.0
12/10/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.88,5.79,0.0,0.0,0.0
12/10/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.43,5.9,0.0,0.0,0.0
12/10/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.94,5.28,0.0,0.0,0.0
12/10/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.54,5.15,0.0,0.0,0.0
12/10/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.49,4.65,0.0,0.0,0.0
12/10/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.86,5.0,0.0,0.0,0.0
12/10/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.85,4.82,0.0,0.0,0.0
12/10/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.61,4.85,0.0,0.0,0.0
12/10/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.09,5.11,26.95,19.5,105.85
12/10/2023 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.96,4.94,103.58,77.6,117.95
12/10/2023 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.03,4.55,185.55,134.1,152.19
12/10/2023 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.16,4.21,217.35,163.65,129.21
12/10/2023 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.04,4.36,198.24,167.89,67.81
12/10/2023 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.06,4.47,193.51,138.28,127.86
12/10/2023 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.99,4.52,159.54,136.39,62.62
12/10/2023 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.04,4.71,83.08,66.44,62.78
12/10/2023 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.34,4.16,28.81,28.42,3.12
12/10/2023 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.29,4.04,1.24,1.18,0.0
12/10/2023 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.26,3.66,0.0,0.0,0.0
12/10/2023 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.16,3.26,0.0,0.0,0.0
12/10/2023 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.58,3.35,0.0,0.0,0.0
12/10/2023 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.78,3.2,0.0,0.0,0.0
12/10/2023 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.31,3.27,0.0,0.0,0.0
12/11/2023 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.38,3.41,0.0,0.0,0.0
12/11/2023 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.01,3.08,0.0,0.0,0.0
12/11/2023 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.59,2.8,0.0,0.0,0.0
12/11/2023 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.59,2.48,0.0,0.0,0.0
12/11/2023 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.52,2.01,0.0,0.0,0.0
12/11/2023 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.85,1.79,0.0,0.0,0.0
12/11/2023 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.13,1.89,0.0,0.0,0.0
12/11/2023 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.5,2.31,0.0,0.0,0.0
12/11/2023 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.4,2.38,0.0,0.0,0.0
12/11/2023 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.03,2.57,40.28,19.31,308.44
