p_mp
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
134.50933945654674
592.0139147112521
1378.1795792345588
3147.9613035432913
4188.336324276819
2224.6108375006806
1611.657959336389
1248.2496520581626
751.3492021326551
47.38027691403697
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
168.34062018254795
376.91615815512034
1322.0328330116902
3490.6553764519986
5473.725974763632
3205.4842656257188
2727.6087296807414
2377.841598287401
2531.453130405531
68.46896017740227
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
151.52786990516233
683.9124478445106
1485.6401704386685
2395.248195223716
2450.2785559513122
1791.8397024566893
1476.044130485916
829.9371970887796
381.79507217224625
50.620066076210705
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
184.52081599518607
684.442402567562
1763.628970338153
4014.153238929467
4894.363361839375
2569.8198590415027
2341.6955975054507
1770.6433840603509
800.7367258989286
83.28322039729001
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
221.50792865610833
986.8883100272717
2102.8943092467716
3929.169252461471
6394.631771419792
2890.1655713299906
2812.923626737952
2344.7336291910556
1303.2320146104098
99.18521746263367
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
175.87894224773908
621.3562955391255
1718.1087313771206
2831.965106287378
4541.120362736203
3201.764662634647
2423.994937113149
2158.7224139755767
1585.0922905002726
92.89923077735111
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
147.9216326975385
942.3987269091533
1823.0546335664058
2457.9323538779086
5117.4183401919545
2709.396542184547
2268.7085624633473
1494.2619207090777
878.2309077993875
79.33346843522102
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
237.12218787945375
1195.9078399021532
2156.179568899068
4376.760963904044
4870.943388185745
3596.367943418839
2859.6449839506986
1427.2582505754363
594.9227117307943
71.23243985050841
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
36.79259372302676
312.36522709372116
587.3589728794557
488.9994411082036
583.916202845925
620.9242068703436
844.5269818947887
670.3504982206257
362.9165436282778
59.71148237550494
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
118.20306957819926
756.5190057498303
1526.218638313369
2717.1010050162736
2813.35235485874
2468.4237403339816
1813.6243525653035
