,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
01/10/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.55,4.13,10.56,8.92,0.0
01/10/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.48,4.39,0.0,0.0,0.0
01/10/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.11,4.89,0.0,0.0,0.0
01/10/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.4,5.24,0.0,0.0,0.0
01/10/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.31,5.44,0.0,0.0,0.0
01/10/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.21,5.66,0.0,0.0,0.0
01/11/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.29,5.6,0.0,0.0,0.0
01/11/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.05,5.54,0.0,0.0,0.0
01/11/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.45,5.83,0.0,0.0,0.0
01/11/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.31,6.22,0.0,0.0,0.0
01/11/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.67,6.51,0.0,0.0,0.0
01/11/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.22,5.42,0.0,0.0,0.0
01/11/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.09,5.93,0.0,0.0,0.0
01/11/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.93,6.19,0.0,0.0,0.0
01/11/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.15,6.06,0.0,0.0,0.0
01/11/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.62,6.51,14.01,13.24,0.0
01/11/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.98,7.04,74.67,64.71,49.77
01/11/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.03,7.03,167.91,125.23,130.07
01/11/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.76,6.5,293.74,193.5,240.27
01/11/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.01,5.62,351.68,176.84,378.87
01/11/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.58,4.83,466.66,89.84,822.87
01/11/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.17,4.09,412.61,76.41,826.47
01/11/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.31,3.37,302.25,60.17,777.1
01/11/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.24,1.49,150.09,45.33,586.47
01/11/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.52,0.12,18.78,10.07,0.0
01/11/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.75,0.44,0.0,0.0,0.0
01/11/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.51,1.23,0.0,0.0,0.0
01/11/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.5,2.76,0.0,0.0,0.0
01/11/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.59,3.11,0.0,0.0,0.0
01/11/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.4,3.7,0.0,0.0,0.0
01/12/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.22,4.64,0.0,0.0,0.0
01/12/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.59,5.63,0.0,0.0,0.0
01/12/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.29,5.99,0.0,0.0,0.0
01/12/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.37,6.51,0.0,0.0,0.0
01/12/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.74,5.55,0.0,0.0,0.0
01/12/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.5,5.6,0.0,0.0,0.0
01/12/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.5,6.73,0.0,0.0,0.0
01/12/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.4,6.75,0.0,0.0,0.0
01/12/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.55,7.66,0.0,0.0,0.0
01/12/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.52,8.03,2.08,2.13,0.0
01/12/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.35,8.05,23.59,23.61,0.0
01/12/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.69,7.71,33.53,33.58,0.0
01/12/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.04,7.03,48.41,48.45,0.0
01/12/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.89,5.95,59.48,59.53,0.0
01/12/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.68,6.59,59.16,59.17,0.0
01/12/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.84,6.43,43.93,43.9,0.07
01/12/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.76,6.01,30.92,30.89,0.1
01/12/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.08,3.18,13.96,14.0,0.0
01/12/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.11,4.35,1.96,2.01,0.0
01/12/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.87,7.45,0.0,0.0,0.0
01/12/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.21,8.53,0.0,0.0,0.0
01/12/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.11,9.45,0.0,0.0,0.0
01/12/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.07,10.14,0.0,0.0,0.0
01/12/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.21,10.03,0.0,0.0,0.0
01/13/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.46,9.91,0.0,0.0,0.0
01/13/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.15,10.04,0.0,0.0,0.0
01/13/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.53,9.98,0.0,0.0,0.0
01/13/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-5.26,9.99,0.0,0.0,0.0
01/13/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.91,9.59,0.0,0.0,0.0
01/13/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.67,9.31,0.0,0.0,0.0
01/13/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.27,9.63,0.0,0.0,0.0
01/13/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.37,10.22,0.0,0.0,0.0
01/13/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.81,10.25,0.0,0.0,0.0
01/13/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-7.14,9.83,17.59,16.02,0.0
01/13/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-7.23,9.62,88.22,73.0,75.07
01/13/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-7.37,9.04,169.3,128.12,124.28
01/13/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.92,8.75,261.57,167.57,223.15
01/13/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.49,9.13,337.98,183.12,332.15
01/13/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.38,7.98,384.07,196.15,405.61
01/13/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.49,7.16,350.36,183.86,403.48
01/13/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-6.54,8.26,252.53,126.49,396.72
01/13/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-7.46,6.53,101.58,80.84,112.12
01/13/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-7.71,6.48,12.73,12.78,0.0
01/13/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-8.32,6.56,0.0,0.0,0.0
01/13/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-8.84,7.34,0.0,0.0,0.0
01/13/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.17,7.53,0.0,0.0,0.0
01/13/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-11.19,7.71,0.0,0.0,0.0
01/13/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-11.94,8.3,0.0,0.0,0.0
01/14/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.61,8.67,0.0,0.0,0.0
01/14/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.86,8.85,0.0,0.0,0.0
01/14/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.06,8.81,0.0,0.0,0.0
01/14/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-18.99,8.83,0.0,0.0,0.0
01/14/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.66,8.33,0.0,0.0,0.0
01/14/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-20.94,7.89,0.0,0.0,0.0
01/14/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.24,7.83,0.0,0.0,0.0
01/14/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.43,7.27,0.0,0.0,0.0
01/14/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.74,6.97,0.0,0.0,0.0
01/14/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.87,7.0,33.7,14.62,0.0
01/14/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.49,6.9,180.24,48.17,646.78
01/14/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-20.88,6.53,340.22,80.84,778.48
01/14/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.93,6.4,452.02,96.6,839.4
01/14/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.01,6.31,519.08,82.95,930.35
01/14/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-18.21,6.05,499.56,106.06,844.16
01/14/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.85,6.02,378.49,167.72,507.01
01/14/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.62,5.93,230.65,161.13,216.61
01/14/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.62,4.81,116.13,91.85,128.98
01/14/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.72,4.34,17.15,15.69,0.0
01/14/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.91,3.89,0.0,0.0,0.0
01/14/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-18.21,3.91,0.0,0.0,0.0
01/14/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-18.77,3.92,0.0,0.0,0.0
01/14/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.11,3.65,0.0,0.0,0.0
01/14/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.36,3.84,0.0,0.0,0.0
01/15/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.7,3.89,0.0,0.0,0.0
01/15/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.89,4.07,0.0,0.0,0.0
01/15/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.71,4.24,0.0,0.0,0.0
01/15/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.9,3.87,0.0,0.0,0.0
01/15/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-20.08,3.48,0.0,0.0,0.0
01/15/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-20.86,3.51,0.0,0.0,0.0
01/15/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.08,3.12,0.0,0.0,0.0
01/15/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.07,3.22,0.0,0.0,0.0
01/15/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-21.0,2.82,0.0,0.0,0.0
01/15/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-20.46,2.89,34.57,16.38,0.0
01/15/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-19.59,3.08,182.5,58.36,603.37
01/15/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-18.54,2.91,321.43,95.39,674.52
01/15/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.72,3.15,397.81,156.32,567.23
01/15/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.53,3.05,427.27,215.38,449.47
01/15/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.8,2.73,379.73,246.32,284.4
01/15/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.89,2.56,311.58,217.42,224.79
01/15/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.55,2.89,227.05,164.47,193.01
01/15/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.6,2.64,106.67,90.97,81.98
01/15/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.51,2.99,16.0,15.7,0.0
01/15/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.5,2.84,0.0,0.0,0.0
01/15/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.52,3.01,0.0,0.0,0.0
01/15/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.81,3.76,0.0,0.0,0.0
01/15/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.24,3.86,0.0,0.0,0.0
01/15/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.63,3.89,0.0,0.0,0.0
01/16/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.73,3.18,0.0,0.0,0.0
01/16/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.53,4.72,0.0,0.0,0.0
01/16/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.59,4.79,0.0,0.0,0.0
01/16/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.95,5.1,0.0,0.0,0.0
01/16/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.2,5.27,0.0,0.0,0.0
01/16/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.38,5.22,0.0,0.0,0.0
01/16/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.63,5.35,0.0,0.0,0.0
01/16/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.79,4.91,0.0,0.0,0.0
01/16/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.3,4.93,0.0,0.0,0.0
01/16/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.66,5.55,35.02,17.15,0.0
01/16/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.49,5.67,183.26,66.7,561.91
01/16/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.76,5.66,342.39,85.66,761.46
01/16/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.6,6.08,457.03,95.16,845.25
01/16/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.84,6.19,517.79,93.77,894.25
01/16/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.08,6.22,516.69,81.73,921.34
01/16/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-12.92,6.63,453.11,75.64,894.27
01/16/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-12.65,6.61,328.6,70.86,786.81
01/16/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.08,5.94,177.58,46.69,671.42
01/16/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.84,5.38,29.09,11.37,0.0
01/16/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.27,5.68,0.0,0.0,0.0
01/16/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.46,6.03,0.0,0.0,0.0
01/16/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.95,5.96,0.0,0.0,0.0
01/16/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.1,5.84,0.0,0.0,0.0
01/16/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.02,5.71,0.0,0.0,0.0
01/17/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.07,5.77,0.0,0.0,0.0
01/17/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.97,5.67,0.0,0.0,0.0
01/17/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.71,5.68,0.0,0.0,0.0
01/17/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.72,5.57,0.0,0.0,0.0
01/17/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.47,5.49,0.0,0.0,0.0
01/17/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.12,5.24,0.0,0.0,0.0
01/17/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.02,5.33,0.0,0.0,0.0
01/17/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.75,5.68,0.0,0.0,0.0
01/17/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.15,5.75,0.0,0.0,0.0
01/17/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-12.48,6.4,38.33,14.53,0.0
01/17/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.9,6.98,178.14,65.68,537.53
01/17/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-9.54,7.63,342.2,70.4,801.04
01/17/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-7.38,7.74,456.32,75.81,883.59
01/17/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-5.9,7.89,511.76,81.17,902.72
01/17/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.61,8.02,464.34,148.84,663.92
01/17/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.13,7.75,428.74,92.39,790.64
01/17/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.64,7.29,320.93,71.09,754.81
01/17/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.1,4.89,169.48,47.99,612.39
01/17/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.71,4.47,27.79,12.52,0.0
01/17/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.06,4.33,0.0,0.0,0.0
01/17/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.88,4.45,0.0,0.0,0.0
01/17/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.68,4.72,0.0,0.0,0.0
01/17/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.38,4.7,0.0,0.0,0.0
01/17/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.23,4.84,0.0,0.0,0.0
01/18/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.19,5.07,0.0,0.0,0.0
01/18/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.37,5.37,0.0,0.0,0.0
01/18/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.16,4.91,0.0,0.0,0.0
01/18/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.37,4.66,0.0,0.0,0.0
01/18/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.4,4.51,0.0,0.0,0.0
01/18/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.58,3.82,0.0,0.0,0.0
01/18/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.26,3.12,0.0,0.0,0.0
01/18/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.08,2.58,0.0,0.0,0.0
01/18/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.81,2.68,0.0,0.0,0.0
01/18/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.52,2.8,19.86,17.53,45.84
01/18/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.61,3.16,97.49,66.67,145.99
01/18/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.21,3.17,246.58,126.75,350.85
01/18/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.99,2.41,417.82,116.87,694.62
01/18/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.5,1.94,489.13,94.83,821.59
01/18/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.07,1.79,494.14,85.57,854.01
01/18/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.54,1.57,427.6,95.95,773.43
01/18/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.35,1.22,306.18,87.02,655.21
01/18/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.4,1.3,165.88,51.49,566.62
01/18/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.54,2.12,27.15,15.61,0.0
01/18/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.99,1.84,0.0,0.0,0.0
01/18/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.89,1.95,0.0,0.0,0.0
01/18/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.36,1.75,0.0,0.0,0.0
01/18/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.6,2.22,0.0,0.0,0.0
01/18/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-3.97,2.48,0.0,0.0,0.0
01/19/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.4,2.51,0.0,0.0,0.0
01/19/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.55,2.91,0.0,0.0,0.0
01/19/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-4.6,3.61,0.0,0.0,0.0
01/19/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-5.0,4.16,0.0,0.0,0.0
01/19/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-5.18,5.25,0.0,0.0,0.0
01/19/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-9.13,5.89,0.0,0.0,0.0
01/19/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.31,6.52,0.0,0.0,0.0
01/19/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.82,6.53,0.0,0.0,0.0
01/19/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.88,6.78,0.0,0.0,0.0
01/19/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-11.15,7.1,24.62,19.2,103.32
01/19/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.97,7.19,124.3,85.25,183.26
01/19/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.93,7.46,240.67,147.69,270.35
01/19/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.78,7.24,308.37,206.04,234.72
01/19/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.46,7.1,395.83,218.11,368.0
01/19/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.19,7.01,434.18,226.32,431.51
01/19/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.38,6.71,360.42,206.29,356.55
01/19/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-10.55,6.25,245.27,155.22,266.38
01/19/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-11.45,5.49,141.72,93.87,232.88
01/19/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-12.02,5.37,24.25,18.16,0.0
01/19/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-12.67,5.79,0.0,0.0,0.0
01/19/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.37,5.67,0.0,0.0,0.0
01/19/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-13.98,5.64,0.0,0.0,0.0
01/19/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.38,5.61,0.0,0.0,0.0
01/19/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.32,5.6,0.0,0.0,0.0
01/20/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.78,5.41,0.0,0.0,0.0
01/20/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-14.96,5.12,0.0,0.0,0.0
01/20/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.32,4.82,0.0,0.0,0.0
01/20/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.26,4.67,0.0,0.0,0.0
01/20/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.98,4.71,0.0,0.0,0.0
01/20/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-17.21,3.97,0.0,0.0,0.0
01/20/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.96,4.02,0.0,0.0,0.0
01/20/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.38,4.03,0.0,0.0,0.0
01/20/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-16.39,4.36,0.0,0.0,0.0
01/20/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-15.72,4.25,30.9,19.38,212.69
